sudo: unable to resolve host ip-10-100-0-186: Name or service not known
sudo: unable to resolve host ip-10-100-0-186: Name or service not known
2026-09-22T09:50:52.720Z	info	isupipe-benchmarker	SSL接続が有効になっています

2026-09-22T09:51:19.913Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.913Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.913Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:19.913Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:19.917Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:19.919Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.919Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.919Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:19.919Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:19.925Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:19.931Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.931Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.931Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:19.931Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:19.932Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:19.932Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T09:51:19.943Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:19.943Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.943Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.943Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:19.943Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:19.948Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:19.956Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.956Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.956Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:19.956Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:19.956Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.956Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.956Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:19.956Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:19.958Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:19.964Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:19.964Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.964Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.973Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:19.977Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.977Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.981Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.981Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.983Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:19.984Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.984Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.984Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:19.984Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:19.986Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:19.994Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:19.995Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.995Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.995Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:19.995Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:19.996Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:19.996Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:19.996Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:19.996Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.002Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.008Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.008Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T09:51:20.015Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.023Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.027Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.029Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.029Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.029Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.029Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.031Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.031Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.031Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.031Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.031Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.039Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.039Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.039Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.039Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.039Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.039Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T09:51:20.051Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.059Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.061Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.061Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.061Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.061Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.063Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.063Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.064Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.064Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.066Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.069Z	info	staff-logger	scenario/viewer.go:90	get livestream stats
2026-09-22T09:51:20.073Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.078Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.086Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.086Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.086Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.086Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.086Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.096Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.099Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.109Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.114Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.114Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T09:51:20.122Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.129Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.132Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.136Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.140Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.144Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.148Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.149Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.149Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.149Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.149Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.152Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.157Z	warn	staff-logger	scenario/viewer.go:178	viewer_spam: failed to post livecomment (moderated spam): benchmark-application: [一般エラー] POST /api/livestream/8689/livecomment へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:400, actual:201)

2026-09-22T09:51:20.160Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.164Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.171Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.177Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.177Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T09:51:20.185Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.185Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T09:51:20.192Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.197Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.204Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.204Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T09:51:20.211Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.212Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T09:51:20.218Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.225Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.225Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T09:51:20.228Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.234Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.235Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.238Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.245Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.253Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.253Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T09:51:20.253Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.258Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.264Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.265Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.265Z	info	staff-logger	scenario/viewer.go:76	visit user profile
2026-09-22T09:51:20.268Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.272Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.279Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.281Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.287Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.287Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.287Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.287Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.287Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.292Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.299Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.300Z	info	staff-logger	scenario/viewer.go:90	get livestream stats
2026-09-22T09:51:20.303Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.307Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.307Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.307Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.307Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.308Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.310Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.310Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.312Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.312Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T09:51:20.314Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.314Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.322Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.322Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T09:51:20.326Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.326Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.326Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.326Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.332Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.339Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.342Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.342Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.342Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.342Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.348Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.355Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.355Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.355Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.355Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.355Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.355Z	info	staff-logger	scenario/streamer.go:48	change icon
2026-09-22T09:51:20.363Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.364Z	info	staff-logger	scenario/viewer.go:90	get livestream stats
2026-09-22T09:51:20.368Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.372Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.372Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.372Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.372Z	info	staff-logger	scenario/viewer.go:83	visit livestream
2026-09-22T09:51:20.374Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.380Z	warn	staff-logger	scenario/streamer.go:91	reserve: failed to reserve: benchmark-application: [一般エラー] POST /api/livestream/reservation へのリクエストに対して、期待されたHTTPステータスコードが確認できませんでした (expected:201, actual:400)

2026-09-22T09:51:20.382Z	info	staff-logger	scenario/viewer.go:32	basic viewer scenario
2026-09-22T09:51:20.382Z	info	staff-logger	scenario/viewer.go:56	visit top
2026-09-22T09:51:20.382Z	info	staff-logger	scenario/viewer.go:64	get livestream
2026-09-22T09:51:20.382Z	info	staff-logger	scenario/viewer.go:83	visit livestream
